property_type,society,sector,priceCr,area,bedRoom,bathroom,balcony,study room,servant room,floorNum,agePossession,furnishing_type,luxury_category,UserID,PricePerSquare,Rent,floor_category
flat,dlf regal gardens,sector 90,1.61,1557,3,3,3,0,0,18,Relatively New,unfurnished,Medium,1,10.34,32.2,High Floor
flat,puri emerald bay,sector 104,3.2,2217,3,3,3+,0,1,14,Relatively New,semifurnished,Medium,1,14.43,64,High Floor
flat,shree vardhman flora,sector 90,0.82,1199,2,2,3,1,0,6,Old Property,unfurnished,Medium,1,6.84,16.4,Mid Floor
house,independent,sector 11,3.21,1850,5,4,3,0,0,1,Old Property,unfurnished,Low,1,17.35,64.2,Low Floor
flat,kw royal court,sector 39,2.58,3556,5,4,3,0,1,9,Old Property,furnished,Low,1,7.26,51.6,Mid Floor
flat,m3m skywalk,sector 74,1.93,1556,2,2,1,0,0,8,New Property,unfurnished,Low,1,12.4,38.6,Mid Floor
flat,umang winter hills,sector 77,0.97,1180,2,2,2,0,0,7,Relatively New,semifurnished,High,1,8.22,19.4,Mid Floor
flat,landmark the residency,sector 103,1.16,1222,2,2,2,0,0,1,Relatively New,unfurnished,Low,1,9.49,23.2,Low Floor
flat,avl 36 gurgaon,sector 36,0.64,600,1,1,1,0,0,5,Undefined,unfurnished,Low,1,10.67,12.8,Mid Floor
house,independent,sector 13,11.59,8100,10,5,3+,0,0,4,Old Property,unfurnished,Low,1,14.31,231.8,Mid Floor
flat,m3m urbana,sector 67,1.29,826,1,1,1,0,0,17,Relatively New,unfurnished,Low,1,15.62,25.8,High Floor
flat,ambience creacions,sector 22,2.26,1249,2,2,2,0,0,11,Under Construction,unfurnished,Medium,1,18.09,45.2,High Floor
house,independent,sector 3,1.93,210,3,3,0,0,0,,Old Property,unfurnished,Low,1,91.9,38.6,Low Floor
flat,dlf the grove,sector 54,7.34,1382,3,3,3,0,0,1,Undefined,unfurnished,Low,1,53.11,146.8,Low Floor
house,independent,sector 55,7.22,2700,6,4,3,0,1,3,Old Property,semifurnished,Low,1,26.74,144.4,Mid Floor
flat,experion the heartsong,sector 108,2.58,2500,4,4,3+,0,1,10,Relatively New,semifurnished,High,1,10.32,51.6,Mid Floor
flat,tarc maceo,sector 91,1.16,1186,2,2,2,0,0,13,Relatively New,furnished,Medium,1,9.78,23.2,High Floor
flat,the close north,sector 50,3.48,2400,3,3,3+,0,1,6,Moderately Old,unfurnished,High,1,14.5,69.6,Mid Floor
flat,tulip lemon,sector 69,0.78,667,2,1,1,0,0,12,Relatively New,unfurnished,Low,1,11.69,15.6,High Floor
house,nitin vihar,sector 33,1.09,900,3,2,0,0,0,1,Relatively New,unfurnished,Low,1,12.11,21.8,Low Floor
flat,emaar mgf the palm drive,sector 66,3.6,1700,3,4,3,0,1,8,Relatively New,semifurnished,Medium,1,21.18,72,Mid Floor
house,independent,sector 57,8.05,2660,9,9,3+,0,1,3,New Property,semifurnished,Medium,1,30.26,161,Mid Floor
house,dlf gardencity enclave,sector 93,1.68,1152,3,2,1,0,0,3,Relatively New,unfurnished,Medium,1,14.58,33.6,Mid Floor
house,dlf pink town house,sector 24,2.45,5018,10,9,3+,0,0,3,Relatively New,furnished,Low,1,4.88,49,Mid Floor
flat,viridian the plaza 106,sector 106,0.5,567,1,1,1,0,0,7,Relatively New,unfurnished,Medium,1,8.82,10,Mid Floor
